session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level
S068330,U1522,M076,2024-06-20,23,14.3,Desktop,HD
S068480,U1526,M007,2024-05-16,19,14.2,Tablet,4K
S068495,U1526,M016,2024-03-17,15,15.9,Mobile,4K
S068496,U1526,M045,2024-01-28,20,17.0,Smart TV,HD
S068502,U1526,S044,2024-02-23,9,20.7,Mobile,HD
S068527,U1526,M057,2024-07-31,21,14.6,Mobile,HD
S068532,U1526,M155,2024-08-23,24,21.3,Smart TV,HD
S068552,U1527,M001,2024-06-05,35,20.0,Tablet,HD
S068560,U1527,S088,2024-08-12,8,15.2,Mobile,SD
S068585,U1527,S097,2024-01-26,8,21.2,Mobile,SD
S068727,U1531,S073,2024-01-27,9,18.7,Mobile,HD
S068749,U1531,S039,2024-02-29,6,13.2,Smart TV,HD
S068750,U1531,M143,2024-08-22,15,10.1,Gaming Console,HD
S068764,U1531,M057,2024-05-29,15,10.2,Mobile,SD
S068798,U1532,S017,2024-05-06,6,17.5,Smart TV,4K
S068805,U1532,S015,2024-04-15,3,12.0,Tablet,HD
S068849,U1533,M197,2024-07-16,29,18.8,Mobile,SD
S068894,U1533,M146,2024-02-12,16,19.8,Tablet,HD
S068908,U1533,M050,2024-04-02,18,19.1,Smart TV,HD
S069010,U1535,M094,2024-01-10,18,10.9,Mobile,HD
S069161,U1538,M136,2024-03-11,16,16.9,Mobile,4K
S069167,U1538,S045,2024-05-09,3,15.3,Mobile,HD
S069172,U1538,M072,2024-02-29,24,19.8,Gaming Console,HD
S069200,U1538,M049,2024-05-01,23,18.6,Smart TV,HD
S069215,U1539,M073,2024-07-29,16,11.4,Smart TV,4K
S069240,U1539,S084,2024-02-17,8,16.7,Mobile,4K
S069259,U1539,M144,2024-02-19,22,20.3,Tablet,HD
S069272,U1539,M149,2024-04-22,24,20.3,Smart TV,HD
S069286,U1540,M134,2024-01-19,17,13.0,Smart TV,SD
S069304,U1540,S035,2024-06-14,8,18.0,Mobile,HD
S069314,U1540,S095,2024-04-01,4,15.3,Desktop,HD
S069315,U1540,M023,2024-01-10,29,20.2,Gaming Console,HD
S069327,U1540,M156,2024-01-16,30,17.3,Tablet,HD
S069332,U1540,S024,2024-04-13,7,16.1,Tablet,4K
S069355,U1541,S003,2024-08-29,6,14.2,Smart TV,HD
S069487,U1543,M094,2024-04-12,20,12.0,Mobile,SD
S069550,U1546,S077,2024-03-31,4,19.2,Tablet,HD
S069619,U1547,M168,2024-05-06,19,13.7,Smart TV,HD
S069645,U1547,M150,2024-07-04,24,19.9,Smart TV,HD
S069803,U1551,M056,2024-02-06,15,17.9,Desktop,HD
S069863,U1553,M078,2024-07-19,22,14.8,Smart TV,HD
S069876,U1553,M050,2024-05-30,10,10.7,Tablet,HD
S069886,U1553,M143,2024-04-22,32,21.5,Tablet,4K
S069905,U1553,M002,2024-02-15,21,14.7,Smart TV,HD
S069907,U1553,M193,2024-02-19,17,19.2,Mobile,HD
S069926,U1554,M047,2024-05-06,19,16.2,Smart TV,SD
S070138,U1558,M194,2024-08-13,14,13.9,Smart TV,4K
S070142,U1558,S024,2024-06-14,5,12.2,Mobile,SD
S070151,U1558,M193,2024-06-25,13,15.4,Mobile,SD
S070152,U1558,S099,2024-07-16,7,19.3,Mobile,HD
S070162,U1559,M196,2024-05-19,15,15.0,Smart TV,HD
S070180,U1559,S022,2024-04-19,4,11.6,Gaming Console,HD
S070186,U1560,M094,2024-01-31,18,10.4,Smart TV,HD
S070256,U1561,M033,2024-05-30,22,19.3,Gaming Console,SD
S070259,U1561,M193,2024-03-23,14,16.3,Desktop,HD
S070339,U1562,M096,2024-02-05,16,19.8,Gaming Console,HD
S070344,U1562,M050,2024-05-17,13,13.9,Mobile,HD
S070377,U1564,M069,2024-05-13,17,14.6,Tablet,SD
S070381,U1564,S035,2024-07-15,8,16.6,Smart TV,4K
S070411,U1566,S076,2024-01-30,9,20.1,Smart TV,HD
S070429,U1566,M042,2024-05-11,22,13.8,Smart TV,SD
S070467,U1567,S016,2024-06-01,7,14.4,Desktop,SD
S070479,U1568,M149,2024-06-07,24,20.4,Desktop,SD
S070515,U1569,M003,2024-06-12,18,18.2,Mobile,SD
S070642,U1571,M148,2024-06-23,31,19.6,Mobile,SD
S070763,U1574,S052,2024-05-23,9,17.4,Smart TV,HD
S070775,U1574,M047,2024-06-12,14,11.8,Smart TV,4K
S070780,U1574,S049,2024-01-29,7,19.9,Smart TV,4K
S070939,U1578,M196,2024-02-16,12,12.1,Smart TV,4K
S071096,U1581,M173,2024-05-08,21,13.2,Smart TV,HD
S071108,U1582,M106,2024-03-22,10,10.9,Smart TV,4K
S071115,U1582,S096,2024-03-06,8,13.7,Tablet,4K
S071126,U1582,M146,2024-05-01,11,14.8,Desktop,4K
S071133,U1582,M074,2024-01-27,31,21.7,Smart TV,HD
S071268,U1585,M148,2024-02-03,20,13.2,Desktop,4K
S071331,U1587,M186,2024-08-13,25,16.7,Smart TV,SD
S071350,U1587,S084,2024-08-28,9,18.2,Desktop,4K
S071358,U1587,S004,2024-06-07,11,19.9,Smart TV,HD
S071478,U1589,M115,2024-01-09,14,17.6,Smart TV,HD
S071480,U1590,M057,2024-01-21,24,16.2,Smart TV,4K
S071487,U1590,S100,2024-06-06,7,19.2,Desktop,HD
S071522,U1590,M046,2024-07-24,15,10.8,Smart TV,4K
S071527,U1590,M010,2024-03-21,26,15.0,Tablet,HD
S071537,U1591,M070,2024-07-11,31,18.2,Tablet,HD
S071563,U1593,M056,2024-07-24,14,16.9,Smart TV,HD
S071572,U1593,M125,2024-04-01,20,12.6,Smart TV,SD
S071577,U1593,S058,2024-06-28,7,13.1,Mobile,HD
S071599,U1593,S044,2024-06-21,9,21.0,Smart TV,HD
S071652,U1595,S033,2024-07-03,4,16.7,Mobile,4K
S071732,U1597,M186,2024-07-09,26,17.0,Smart TV,SD
S071783,U1597,M012,2024-05-23,22,21.2,Mobile,SD
S071796,U1598,S035,2024-03-22,9,20.3,Tablet,4K
S071834,U1598,M001,2024-06-08,37,20.9,Mobile,SD
S072030,U1602,M130,2024-03-18,28,20.8,Smart TV,4K
S072074,U1603,M070,2024-07-23,24,14.4,Desktop,4K
S072090,U1603,M019,2024-01-14,17,20.8,Smart TV,HD
S072125,U1605,M100,2024-08-25,28,19.4,Mobile,HD
S072146,U1606,M155,2024-05-31,25,21.6,Tablet,HD
S072174,U1607,M138,2024-05-12,22,15.4,Mobile,HD
S072181,U1607,M185,2024-02-26,20,13.8,Smart TV,4K
S072193,U1608,S036,2024-08-02,7,20.1,Tablet,SD
S072199,U1608,M065,2024-08-09,10,10.6,Mobile,HD
S072218,U1608,M152,2024-06-08,25,16.4,Smart TV,4K
S072237,U1609,S003,2024-01-08,8,18.6,Mobile,HD
S072244,U1609,M090,2024-06-19,18,21.1,Smart TV,HD
S072265,U1609,S076,2024-08-13,9,18.7,Tablet,4K
S072417,U1614,M099,2024-05-16,25,15.8,Smart TV,HD
S072800,U1622,M146,2024-04-10,12,15.7,Smart TV,4K
S072812,U1622,S081,2024-06-15,5,19.4,Desktop,SD
S072839,U1623,S056,2024-04-27,9,15.3,Smart TV,4K
S072840,U1623,M188,2024-01-22,12,11.1,Mobile,SD
S072850,U1623,M158,2024-05-24,28,16.5,Desktop,HD
S072868,U1623,M081,2024-06-25,31,20.2,Smart TV,HD
S072877,U1624,M042,2024-03-04,25,15.7,Smart TV,HD
S072888,U1624,S029,2024-05-17,5,13.8,Mobile,HD
S072920,U1625,M037,2024-02-16,19,21.2,Smart TV,HD
S072970,U1626,M183,2024-01-12,13,15.3,Smart TV,HD
S073002,U1627,M125,2024-03-20,32,19.8,Smart TV,4K
S073139,U1631,M197,2024-07-06,33,21.2,Tablet,HD
S073226,U1633,S046,2024-01-30,2,14.2,Mobile,HD
S073243,U1633,S060,2024-05-21,7,18.3,Mobile,SD
S073259,U1633,M197,2024-08-30,22,14.6,Mobile,HD
S073321,U1636,M163,2024-02-08,11,13.7,Smart TV,SD
S073377,U1639,M004,2024-01-28,27,18.7,Smart TV,4K
S073502,U1644,M073,2024-08-06,16,11.7,Desktop,4K
S073505,U1644,M177,2024-03-12,23,13.9,Tablet,HD
S073506,U1644,S037,2024-08-25,6,15.9,Mobile,SD
S073512,U1644,M143,2024-05-30,27,18.0,Smart TV,HD
S073526,U1644,M146,2024-06-08,16,20.9,Smart TV,SD
S073528,U1644,M163,2024-06-27,13,16.1,Smart TV,HD
S073741,U1647,M183,2024-05-17,10,11.9,Smart TV,SD
S073779,U1648,S013,2024-07-11,9,18.5,Desktop,HD
S073783,U1648,M020,2024-02-19,12,11.4,Smart TV,HD
S073817,U1649,S066,2024-07-26,4,13.6,Desktop,HD
S073871,U1650,S044,2024-07-30,8,19.2,Smart TV,4K
S073877,U1650,S018,2024-07-03,5,13.8,Tablet,4K
S073927,U1650,S016,2024-07-01,11,20.1,Mobile,SD
S074008,U1652,M059,2024-02-15,28,19.9,Mobile,HD
S074023,U1652,M029,2024-01-30,14,11.6,Mobile,SD
S074153,U1655,M002,2024-08-12,23,16.0,Mobile,HD
S074167,U1655,M152,2024-03-28,32,21.0,Desktop,HD
S074168,U1655,M196,2024-08-29,20,19.8,Mobile,HD
S074170,U1655,M160,2024-04-14,29,18.7,Smart TV,4K
S074171,U1655,S077,2024-02-22,3,16.8,Mobile,4K
S074238,U1657,M171,2024-07-15,27,18.8,Desktop,HD
S074239,U1657,M037,2024-02-02,15,17.1,Tablet,4K
S074255,U1657,M036,2024-01-18,20,20.3,Smart TV,HD
S074259,U1657,M023,2024-07-27,24,16.7,Mobile,HD
S074279,U1658,M181,2024-06-08,27,21.5,Tablet,HD
S074380,U1660,M177,2024-06-28,36,21.6,Smart TV,HD
S074409,U1660,M140,2024-06-11,22,20.5,Gaming Console,4K
S074633,U1663,M130,2024-05-15,14,10.5,Smart TV,HD
S074645,U1664,S081,2024-08-14,3,11.0,Smart TV,4K
S074661,U1664,S099,2024-05-13,6,15.6,Smart TV,HD
S074676,U1665,M184,2024-08-11,15,19.0,Smart TV,4K
S074678,U1666,M106,2024-03-12,11,12.4,Mobile,HD
S074695,U1666,M107,2024-06-06,18,20.9,Mobile,SD
S074697,U1666,S003,2024-08-28,6,14.9,Mobile,SD
S074707,U1666,M154,2024-08-15,13,16.9,Mobile,HD
S074714,U1666,S054,2024-01-07,10,19.7,Tablet,4K
S074715,U1666,M078,2024-08-31,31,20.5,Tablet,HD
S074717,U1666,M166,2024-06-18,21,13.9,Mobile,SD
S074750,U1668,M039,2024-04-17,12,12.6,Mobile,HD
S074830,U1669,M138,2024-05-03,15,10.7,Smart TV,HD
S074887,U1671,M154,2024-06-21,9,11.4,Desktop,4K
S074906,U1671,M154,2024-02-24,14,18.4,Desktop,HD
S074913,U1671,M156,2024-01-02,35,20.3,Mobile,HD
S074930,U1672,S056,2024-07-08,7,13.5,Desktop,4K
S074972,U1675,S028,2024-04-01,5,12.8,Mobile,HD
S074973,U1675,M074,2024-06-21,20,14.4,Desktop,HD
S074978,U1675,S023,2024-05-11,8,21.2,Desktop,HD
S075014,U1676,M189,2024-01-20,16,18.3,Mobile,HD
S075046,U1677,M108,2024-01-06,17,15.8,Tablet,HD
S075050,U1677,M165,2024-03-28,24,16.0,Smart TV,HD
S075069,U1677,S091,2024-07-17,4,15.3,Smart TV,4K
S075110,U1678,M199,2024-01-08,36,20.6,Mobile,HD
S075116,U1678,S068,2024-02-25,4,16.8,Mobile,SD
S075255,U1681,M114,2024-08-16,22,14.3,Tablet,HD
S075275,U1681,S022,2024-06-30,7,19.4,Mobile,SD
S075324,U1682,M155,2024-06-05,20,18.1,Smart TV,HD
S075342,U1682,S003,2024-01-17,6,14.6,Tablet,4K
S075352,U1682,M070,2024-06-07,21,12.4,Smart TV,4K
S075365,U1682,S062,2024-07-28,10,19.1,Mobile,HD
S075370,U1682,M198,2024-01-05,11,12.1,Gaming Console,4K
S075582,U1686,M188,2024-07-28,15,13.3,Smart TV,4K
S075614,U1688,S004,2024-08-19,11,19.7,Smart TV,4K
S075622,U1688,M078,2024-08-30,27,17.9,Smart TV,SD
S075630,U1688,M065,2024-06-19,20,20.0,Desktop,HD
S075635,U1688,M047,2024-06-03,15,12.6,Smart TV,HD
S075647,U1688,M003,2024-02-24,20,20.2,Smart TV,4K
S075653,U1688,M115,2024-06-29,11,13.3,Smart TV,HD
S075963,U1694,M100,2024-04-10,30,21.1,Tablet,4K
S075978,U1694,S035,2024-05-08,6,14.1,Tablet,HD
S075982,U1694,M002,2024-05-29,30,20.8,Mobile,HD
S075990,U1694,M001,2024-03-01,31,17.3,Desktop,HD
S076307,U1700,M095,2024-01-12,27,21.1,Desktop,HD
S076309,U1700,M173,2024-04-11,26,16.4,Smart TV,HD
S076317,U1700,M045,2024-07-14,19,15.5,Desktop,4K
S076468,U1703,M004,2024-05-05,30,20.9,Mobile,4K
S076481,U1704,S097,2024-07-22,8,20.9,Tablet,HD
S076486,U1704,M154,2024-02-14,11,14.7,Smart TV,HD
S076487,U1704,S097,2024-05-20,4,11.9,Tablet,HD
S076511,U1704,S054,2024-06-23,9,17.8,Desktop,4K
S076614,U1707,S088,2024-02-18,8,14.9,Desktop,HD
S076617,U1707,M155,2024-03-27,16,14.6,Smart TV,HD
S076652,U1709,M080,2024-06-24,19,19.7,Mobile,SD
S076656,U1709,M155,2024-07-08,17,14.8,Smart TV,HD
S076663,U1709,M042,2024-05-03,26,16.4,Smart TV,4K
S076691,U1709,M087,2024-07-29,27,19.7,Desktop,SD
S076697,U1709,M186,2024-02-06,20,13.6,Mobile,HD
S076711,U1709,M004,2024-06-17,19,13.2,Mobile,HD
S076822,U1712,M100,2024-07-14,23,16.5,Smart TV,SD
S076966,U1716,M016,2024-05-01,20,21.1,Tablet,HD
S076990,U1716,M087,2024-05-09,23,17.0,Tablet,HD
S077001,U1716,M092,2024-07-11,22,15.6,Smart TV,4K
S077014,U1716,S028,2024-02-27,7,16.7,Desktop,HD
S077048,U1717,M168,2024-07-01,28,20.5,Tablet,HD
S077055,U1717,M125,2024-02-26,32,20.0,Mobile,4K
S077068,U1717,S016,2024-03-21,6,12.7,Mobile,SD
S077079,U1718,M130,2024-03-01,19,14.3,Mobile,HD
S077186,U1722,M121,2024-04-22,28,18.3,Smart TV,HD
S077203,U1722,S009,2024-06-17,6,16.1,Mobile,SD
S077252,U1724,M039,2024-07-14,21,20.4,Desktop,HD
S077285,U1725,S037,2024-04-02,7,18.4,Mobile,HD
S077310,U1726,S006,2024-05-25,6,21.1,Tablet,4K
S077320,U1726,M165,2024-04-04,17,11.5,Smart TV,SD
S077324,U1726,M090,2024-08-04,16,18.7,Tablet,4K
S077326,U1726,M134,2024-06-01,17,13.1,Smart TV,4K
S077365,U1727,M080,2024-02-09,20,20.4,Mobile,SD
S077368,U1727,M047,2024-03-06,12,10.5,Mobile,HD
S077373,U1727,M128,2024-05-21,16,11.5,Smart TV,HD
S077396,U1727,S020,2024-01-23,7,21.5,Mobile,HD
S077398,U1727,M124,2024-08-14,31,20.8,Tablet,HD
S077407,U1728,S061,2024-07-31,7,16.0,Smart TV,HD
S077681,U1734,M076,2024-01-26,31,19.0,Mobile,4K
S077713,U1736,S018,2024-02-26,4,11.1,Desktop,SD
S077716,U1736,M188,2024-05-04,24,21.6,Smart TV,HD
S077723,U1736,S047,2024-03-11,6,11.8,Desktop,HD
S077758,U1736,S073,2024-08-13,9,18.5,Smart TV,4K
S077893,U1739,M012,2024-04-14,18,18.2,Mobile,4K
S077931,U1739,M117,2024-03-14,17,10.4,Desktop,SD
S077999,U1741,M181,2024-04-11,14,11.6,Mobile,HD
S078007,U1741,M181,2024-03-21,14,11.8,Tablet,SD
S078020,U1741,M159,2024-03-11,16,16.6,Mobile,SD
S078101,U1743,M142,2024-08-27,23,13.6,Mobile,HD
S078102,U1743,M099,2024-07-08,26,16.8,Smart TV,4K
S078161,U1744,S019,2024-04-29,5,14.4,Smart TV,SD
S078164,U1744,S100,2024-04-07,8,20.8,Smart TV,4K
S078165,U1744,M019,2024-04-01,15,18.6,Gaming Console,4K
S078175,U1744,M124,2024-04-10,23,15.4,Smart TV,SD
S078242,U1745,S089,2024-07-19,7,19.7,Smart TV,HD
S078245,U1745,S049,2024-07-23,4,12.8,Smart TV,HD
S078263,U1746,M042,2024-03-09,27,17.0,Mobile,SD
S078281,U1746,M131,2024-04-08,31,17.9,Smart TV,HD
S078411,U1749,M105,2024-02-27,17,16.8,Smart TV,4K
S078447,U1749,M147,2024-01-01,16,17.4,Smart TV,HD
S078458,U1749,M040,2024-06-17,26,15.3,Mobile,SD
S078461,U1749,S018,2024-06-12,5,15.3,Smart TV,HD
S078545,U1751,M001,2024-02-07,37,21.0,Tablet,HD
S078597,U1753,S066,2024-04-17,6,17.3,Desktop,HD
S078605,U1753,M113,2024-06-12,34,20.0,Gaming Console,HD
S078622,U1753,S013,2024-03-13,11,21.6,Tablet,4K
S078664,U1755,S100,2024-01-10,6,16.8,Smart TV,4K
S078665,U1755,S056,2024-02-09,11,19.7,Desktop,SD
S078686,U1755,S009,2024-06-19,6,16.9,Mobile,HD
S078730,U1756,M187,2024-06-26,27,17.7,Mobile,HD
S078784,U1758,S017,2024-04-30,5,14.5,Desktop,SD
S078804,U1759,S049,2024-06-21,5,14.3,Tablet,4K
S078817,U1759,M113,2024-07-22,31,18.3,Mobile,4K
S078819,U1759,S017,2024-08-10,7,19.5,Mobile,SD
S078831,U1760,S089,2024-03-16,5,13.5,Smart TV,SD
S078839,U1760,S007,2024-07-21,9,17.1,Gaming Console,4K
S078840,U1760,M154,2024-08-22,10,13.5,Desktop,4K
S078854,U1760,S058,2024-07-05,6,10.7,Tablet,SD
S078865,U1760,S001,2024-07-13,8,16.3,Desktop,HD
S078868,U1760,S003,2024-05-30,6,14.6,Mobile,SD
S078919,U1761,M143,2024-05-27,28,18.6,Mobile,SD
S078957,U1762,M105,2024-03-31,21,21.0,Gaming Console,HD
S079052,U1766,M128,2024-08-15,26,18.7,Smart TV,HD
S079073,U1766,M105,2024-05-31,19,19.2,Desktop,HD
S079084,U1767,M035,2024-04-29,24,21.7,Smart TV,HD
S079108,U1767,M192,2024-07-09,19,14.0,Tablet,HD
S079263,U1770,M082,2024-06-21,15,11.7,Smart TV,4K
S079264,U1770,M032,2024-06-14,19,14.9,Mobile,HD
S079286,U1770,M198,2024-07-31,11,11.8,Smart TV,SD
S079293,U1770,M094,2024-07-11,34,19.8,Smart TV,HD
S079315,U1771,M148,2024-08-27,33,21.0,Mobile,4K
S079329,U1771,S067,2024-04-09,12,21.2,Mobile,HD
S079337,U1771,M099,2024-02-06,16,10.4,Smart TV,4K
S079350,U1771,M160,2024-05-04,25,15.9,Smart TV,4K
S079354,U1771,M072,2024-04-30,19,15.8,Smart TV,HD
S079355,U1771,S010,2024-03-29,9,18.4,Mobile,4K
S079370,U1771,M181,2024-06-24,18,14.4,Mobile,HD
S079466,U1773,M192,2024-05-31,15,11.0,Smart TV,SD
S079481,U1773,S100,2024-05-15,6,15.7,Gaming Console,SD
S079485,U1773,S096,2024-07-12,9,15.4,Smart TV,4K
S079489,U1774,M030,2024-06-10,28,19.8,Mobile,SD
S079636,U1777,M151,2024-03-06,21,14.7,Desktop,4K
S079656,U1778,S052,2024-06-10,11,21.4,Mobile,SD
S079673,U1778,S023,2024-04-05,6,15.7,Mobile,HD
S079682,U1779,S061,2024-04-11,8,16.7,Mobile,HD
S079684,U1779,S022,2024-04-30,6,16.3,Mobile,4K
S079710,U1779,S018,2024-02-13,5,14.2,Gaming Console,4K
S079736,U1779,M020,2024-02-20,21,20.2,Smart TV,SD
S079783,U1781,M007,2024-03-06,22,16.8,Smart TV,4K
S079790,U1781,S004,2024-06-04,11,20.6,Tablet,HD
S079814,U1781,S054,2024-08-10,11,21.2,Mobile,SD
S079836,U1782,M184,2024-07-14,14,17.4,Mobile,HD
S079847,U1782,S066,2024-05-14,4,12.1,Tablet,HD
S079866,U1783,M142,2024-04-17,34,20.5,Smart TV,HD
S079885,U1784,M001,2024-01-15,36,20.1,Smart TV,4K
S079891,U1784,S100,2024-03-07,5,13.1,Desktop,HD
S079904,U1784,M059,2024-08-03,21,14.8,Mobile,HD
S079917,U1784,M169,2024-05-17,22,14.2,Smart TV,HD
S080028,U1786,M142,2024-07-26,28,16.9,Mobile,HD
S080071,U1787,M155,2024-05-02,18,15.7,Smart TV,HD
S080089,U1787,M168,2024-01-26,16,11.7,Mobile,HD
S080166,U1789,M146,2024-03-25,17,21.5,Mobile,4K
S080182,U1789,S035,2024-04-21,9,19.8,Smart TV,SD
S080183,U1789,M020,2024-05-22,18,17.3,Smart TV,SD
S080192,U1790,S019,2024-07-10,8,21.2,Desktop,HD
S080205,U1790,M030,2024-08-29,31,21.5,Tablet,4K
S080215,U1790,M134,2024-08-06,16,12.3,Desktop,SD
S080266,U1791,S020,2024-08-10,7,20.1,Mobile,HD
S080277,U1791,S044,2024-06-18,7,15.3,Desktop,4K
S080316,U1792,M136,2024-08-02,15,15.4,Mobile,HD
S080390,U1793,M019,2024-07-14,11,13.5,Gaming Console,SD
S080395,U1793,M105,2024-01-02,10,10.3,Smart TV,HD
S080398,U1793,S060,2024-06-18,7,17.3,Smart TV,HD
S080402,U1793,M084,2024-04-11,14,10.5,Gaming Console,4K
S080410,U1793,S021,2024-01-24,4,10.5,Mobile,HD
S080437,U1794,M016,2024-07-18,12,12.8,Gaming Console,4K
S080449,U1794,M062,2024-03-21,22,16.4,Smart TV,SD
S080451,U1794,S054,2024-02-03,10,18.4,Mobile,SD
S080466,U1795,M144,2024-03-13,21,19.6,Tablet,4K
S080499,U1796,M035,2024-04-05,14,13.1,Desktop,HD
S080511,U1796,S072,2024-03-01,2,13.1,Gaming Console,4K
S080527,U1796,S022,2024-02-12,4,11.1,Smart TV,SD
S080545,U1796,M042,2024-08-06,17,10.5,Smart TV,HD
S080589,U1797,M092,2024-07-29,22,15.8,Desktop,4K
S080718,U1800,M130,2024-03-08,14,10.3,Desktop,HD
S080728,U1800,M062,2024-01-29,29,21.6,Mobile,SD
S080747,U1801,M094,2024-06-03,35,20.8,Tablet,HD
S080872,U1804,M159,2024-08-13,17,17.6,Mobile,SD
S080931,U1804,M100,2024-03-21,28,19.7,Mobile,SD
S081096,U1807,S099,2024-08-15,4,10.8,Mobile,HD
S081138,U1810,S006,2024-04-28,5,19.6,Mobile,HD
S081165,U1810,M147,2024-04-18,14,15.8,Mobile,HD
S081167,U1810,M171,2024-02-05,21,14.7,Smart TV,4K
S081274,U1814,S052,2024-03-08,9,17.2,Tablet,SD
S081277,U1814,M131,2024-02-06,37,21.4,Desktop,4K
S081279,U1814,M036,2024-02-01,19,19.2,Smart TV,4K
S081287,U1814,M056,2024-06-10,15,17.7,Mobile,HD
S081300,U1814,S010,2024-08-28,10,20.6,Smart TV,HD
S081301,U1814,M131,2024-02-11,29,16.5,Tablet,HD
S081323,U1814,M124,2024-07-16,20,13.6,Mobile,HD
S081330,U1815,M050,2024-04-30,13,13.6,Smart TV,HD
S081349,U1815,S013,2024-02-07,8,15.5,Mobile,HD
S081360,U1815,S035,2024-01-26,8,16.5,Smart TV,HD
S081380,U1816,M136,2024-03-19,14,15.0,Desktop,HD
S081386,U1816,M042,2024-01-08,28,17.8,Mobile,HD
S081396,U1816,M168,2024-06-28,18,13.4,Desktop,4K
S081432,U1818,M036,2024-06-02,18,18.1,Mobile,HD
S081457,U1818,M156,2024-07-12,21,12.5,Mobile,SD
S081479,U1819,M040,2024-01-14,27,16.2,Smart TV,4K
S081486,U1819,M073,2024-08-03,30,21.4,Smart TV,4K
S081689,U1823,S054,2024-07-26,11,21.1,Tablet,HD
S081699,U1823,S062,2024-05-13,10,19.3,Mobile,HD
S081704,U1823,M143,2024-04-17,18,12.4,Mobile,4K
S081715,U1824,S018,2024-05-08,5,14.0,Mobile,HD
S081726,U1824,S084,2024-05-30,6,11.8,Desktop,4K
S081806,U1827,M037,2024-08-07,17,19.0,Smart TV,HD
S081816,U1827,M193,2024-06-10,15,17.7,Tablet,HD
S081824,U1827,M156,2024-02-27,32,18.4,Tablet,4K
S081914,U1828,M080,2024-03-04,12,12.3,Smart TV,HD
S081996,U1830,S014,2024-08-02,10,17.3,Tablet,HD
S081998,U1830,S007,2024-01-11,10,17.7,Tablet,HD
S082005,U1830,S007,2024-06-10,11,20.7,Smart TV,HD
S082006,U1830,M161,2024-08-19,18,17.8,Mobile,HD
S082015,U1830,S088,2024-06-23,10,18.0,Mobile,HD
S082022,U1830,M026,2024-05-08,35,21.7,Gaming Console,4K
S082061,U1831,M107,2024-05-03,11,13.0,Desktop,SD
S082075,U1832,S055,2024-03-14,8,14.4,Tablet,SD
S082084,U1832,M010,2024-03-21,21,12.5,Smart TV,HD
S082086,U1832,S014,2024-06-02,9,15.6,Gaming Console,SD
S082100,U1832,M109,2024-08-15,23,16.5,Tablet,HD
S082103,U1832,M076,2024-06-06,33,20.1,Gaming Console,SD
S082105,U1832,M072,2024-02-19,14,11.9,Smart TV,4K
S082113,U1833,M094,2024-01-11,28,16.7,Smart TV,HD
S082145,U1834,M159,2024-06-23,16,16.5,Mobile,SD
S082229,U1836,M148,2024-03-25,30,19.4,Smart TV,SD
S082257,U1838,S055,2024-02-12,9,16.9,Smart TV,4K
S082274,U1839,M109,2024-01-12,23,16.4,Smart TV,HD
S082289,U1839,M016,2024-07-02,16,17.4,Smart TV,4K
S082291,U1839,M025,2024-01-26,31,19.6,Smart TV,HD
S082296,U1839,M101,2024-01-23,22,14.9,Smart TV,HD
S082312,U1839,M109,2024-07-30,23,16.6,Mobile,SD
S082320,U1839,M069,2024-07-11,16,13.8,Mobile,SD
S082343,U1840,S043,2024-05-07,7,20.8,Mobile,SD
S082349,U1840,S021,2024-04-03,7,17.8,Smart TV,4K
S082378,U1842,S047,2024-05-29,12,21.5,Smart TV,HD
S082404,U1842,M013,2024-05-19,32,18.4,Mobile,SD
S082406,U1842,M163,2024-05-14,15,18.7,Mobile,4K
S082410,U1842,S035,2024-04-25,9,20.2,Mobile,SD
S082412,U1842,M012,2024-05-14,15,15.2,Tablet,SD
S082426,U1843,S053,2024-07-20,8,19.9,Smart TV,4K
S082431,U1843,S091,2024-08-27,5,18.4,Mobile,HD
S082432,U1843,S080,2024-08-23,4,12.2,Mobile,4K
S082443,U1843,S088,2024-05-19,7,13.0,Tablet,SD
S082452,U1843,M189,2024-06-04,9,11.1,Smart TV,SD
S082574,U1846,M096,2024-05-31,10,12.1,Smart TV,SD
S083042,U1857,S052,2024-07-26,6,12.1,Tablet,SD
S083165,U1860,S053,2024-05-08,6,16.3,Smart TV,SD
S083188,U1861,M044,2024-03-02,19,14.6,Mobile,HD
S083235,U1863,M167,2024-02-16,15,11.1,Smart TV,4K
S083237,U1863,S065,2024-05-20,7,17.7,Tablet,SD
S083241,U1863,M110,2024-04-24,14,11.1,Mobile,HD
S083256,U1863,S033,2024-03-07,4,17.0,Smart TV,4K
S083268,U1863,M159,2024-05-25,16,17.4,Smart TV,HD
S083269,U1863,S046,2024-05-18,3,14.6,Smart TV,SD
S083281,U1864,S020,2024-08-11,5,14.8,Smart TV,SD
S083282,U1864,M011,2024-03-20,16,20.3,Tablet,HD
S083297,U1864,M057,2024-05-30,26,17.6,Smart TV,SD
S083308,U1865,M115,2024-07-07,16,19.7,Desktop,SD
S083350,U1865,M189,2024-08-27,9,10.9,Mobile,SD
S083381,U1866,S043,2024-05-18,4,13.8,Mobile,SD
S083386,U1866,M045,2024-08-01,19,15.8,Mobile,HD
S083397,U1866,M124,2024-08-04,24,16.2,Tablet,HD
S083448,U1868,M095,2024-08-22,24,18.5,Mobile,HD
